Color,Count,Percentage,Year
#000000,141,35.69620253164557,2010
#ffffff,114,28.860759493670884,2010
#010101,21,5.3164556962025316,2010
#020202,5,1.2658227848101267,2010
#030303,4,1.0126582278481013,2010
#060606,3,0.7594936708860759,2010
#060405,3,0.7594936708860759,2010
#010103,3,0.7594936708860759,2010
#000105,2,0.5063291139240507,2010
#fefefe,2,0.5063291139240507,2010
#040404,2,0.5063291139240507,2010
#080808,2,0.5063291139240507,2010
#161616,2,0.5063291139240507,2010
#0e0e0e,2,0.5063291139240507,2010
#050608,2,0.5063291139240507,2010
#060709,2,0.5063291139240507,2010
#020001,2,0.5063291139240507,2010
#fdfdfd,1,0.25316455696202533,2010
#1a0500,1,0.25316455696202533,2010
#f9f9f9,1,0.25316455696202533,2010
#662e91,1,0.25316455696202533,2010
#04091d,1,0.25316455696202533,2010
#000306,1,0.25316455696202533,2010
#17161b,1,0.25316455696202533,2010
#84c4df,1,0.25316455696202533,2010
#395445,1,0.25316455696202533,2010
#563c23,1,0.25316455696202533,2010
#0b0811,1,0.25316455696202533,2010
#edf8fe,1,0.25316455696202533,2010
#070908,1,0.25316455696202533,2010
#edeff0,1,0.25316455696202533,2010
#7b9894,1,0.25316455696202533,2010
#55644d,1,0.25316455696202533,2010
#050102,1,0.25316455696202533,2010
#947c32,1,0.25316455696202533,2010
#f8f8f8,1,0.25316455696202533,2010
#0c0c07,1,0.25316455696202533,2010
#76b069,1,0.25316455696202533,2010
#0b0603,1,0.25316455696202533,2010
#21262c,1,0.25316455696202533,2010
#5d6f57,1,0.25316455696202533,2010
#e3ecf4,1,0.25316455696202533,2010
#eef1e8,1,0.25316455696202533,2010
#111111,1,0.25316455696202533,2010
#f0e8d5,1,0.25316455696202533,2010
#001404,1,0.25316455696202533,2010
#1c4597,1,0.25316455696202533,2010
#0a0603,1,0.25316455696202533,2010
#110f02,1,0.25316455696202533,2010
#121212,1,0.25316455696202533,2010
#050505,1,0.25316455696202533,2010
#ffd705,1,0.25316455696202533,2010
#070b0e,1,0.25316455696202533,2010
#e9e5dc,1,0.25316455696202533,2010
#06141e,1,0.25316455696202533,2010
#d9edf8,1,0.25316455696202533,2010
#f8f7f5,1,0.25316455696202533,2010
#ede8ca,1,0.25316455696202533,2010
#000106,1,0.25316455696202533,2010
#f3ede1,1,0.25316455696202533,2010
#101d26,1,0.25316455696202533,2010
#0a0905,1,0.25316455696202533,2010
#010508,1,0.25316455696202533,2010
#894dfb,1,0.25316455696202533,2010
#242426,1,0.25316455696202533,2010
#3b5a79,1,0.25316455696202533,2010
#4e2b7b,1,0.25316455696202533,2010
#000002,1,0.25316455696202533,2010
#0d97d8,1,0.25316455696202533,2010
#07080a,1,0.25316455696202533,2010
#010206,1,0.25316455696202533,2010
#fbfbfb,1,0.25316455696202533,2010
#0a0502,1,0.25316455696202533,2010
#c2e2f1,1,0.25316455696202533,2010
#cfbaa3,1,0.25316455696202533,2010
#181818,1,0.25316455696202533,2010
#030409,1,0.25316455696202533,2010
#f55fc6,1,0.25316455696202533,2010
#010012,1,0.25316455696202533,2010
#ed4497,1,0.25316455696202533,2010
#120d0a,1,0.25316455696202533,2010
#030708,1,0.25316455696202533,2010
#09120d,1,0.25316455696202533,2010
#fedc00,1,0.25316455696202533,2010
#060000,1,0.25316455696202533,2010
#fff9eb,1,0.25316455696202533,2010
#140f15,1,0.25316455696202533,2010
#e1011b,1,0.25316455696202533,2010
#070604,1,0.25316455696202533,2010
#018bd3,1,0.25316455696202533,2010
#fbec97,1,0.25316455696202533,2010
#f1f2ed,1,0.25316455696202533,2010
#b70d10,1,0.25316455696202533,2010
#5d9ac7,1,0.25316455696202533,2010
#f5a6a2,1,0.25316455696202533,2010
#000b01,1,0.25316455696202533,2010
#8ca638,1,0.25316455696202533,2010
#0a0000,1,0.25316455696202533,2010
#f3edc9,1,0.25316455696202533,2010
#4f1f09,1,0.25316455696202533,2010
